Epi : 1119, Steps : 108/47662, Reward : 85
Epi : 1120, Steps : 174/47836, Reward : 151
Epi : 1121, Steps : 161/47997, Reward : 138
Epi : 1122, Steps : 41/48038, Reward : 18
Epi : 1123, Steps : 203/48241, Reward : 180
Epi : 1124, Steps : 124/48365, Reward : 101
Epi : 1125, Steps : 42/48407, Reward : 19
Epi : 1126, Steps : 159/48566, Reward : 136
Epi : 1127, Steps : 310/48876, Reward : 287
Epi : 1128, Steps : 95/48971, Reward : 72
Epi : 1129, Steps : 41/49012, Reward : 18
Epi : 1130, Steps : 146/49158, Reward : 123
Epi : 1131, Steps : 112/49270, Reward : 89
Epi : 1132, Steps : 71/49341, Reward : 48
Epi : 1133, Steps : 152/49493, Reward : 129
Epi : 1134, Steps : 108/49601, Reward : 85
Epi : 1135, Steps : 41/49642, Reward : 18
Epi : 1136, Steps : 49/49691, Reward : 26
Epi : 1137, Steps : 181/49872, Reward : 158
Epi : 1138, Steps : 151/50023, Reward : 128
Epi : 1139, Steps : 41/50064, Reward : 18
Epi : 1140, Steps : 51/50115, Reward : 28
Epi : 1141, Steps : 51/50166, Reward : 28
Epi : 1142, Steps : 64/50230, Reward : 41
Epi : 1143, Steps : 86/50316, Reward : 63
Epi : 1144, Steps : 51/50367, Reward : 28
Epi : 1145, Steps : 134/50501, Reward : 111
Epi : 1146, Steps : 41/50542, Reward : 18
Epi : 1147, Steps : 53/50595, Reward : 30
Epi : 1148, Steps : 75/50670, Reward : 52
Epi : 1149, Steps : 137/50807, Reward : 114
Epi : 1150, Steps : 93/50900, Reward : 70
Epi : 1151, Steps : 200/51100, Reward : 177
Epi : 1152, Steps : 58/51158, Reward : 35
Epi : 1153, Steps : 63/51221, Reward : 40
Epi : 1154, Steps : 64/51285, Reward : 41
Epi : 1155, Steps : 137/51422, Reward : 114
Epi : 1156, Steps : 115/51537, Reward : 92
Epi : 1157, Steps : 173/51710, Reward : 150
Epi : 1158, Steps : 80/51790, Reward : 57
Epi : 1159, Steps : 64/51854, Reward : 41
Epi : 1160, Steps : 41/51895, Reward : 18
Epi : 1161, Steps : 49/51944, Reward : 26
Epi : 1162, Steps : 196/52140, Reward : 173
Epi : 1163, Steps : 97/52237, Reward : 74
Epi : 1164, Steps : 73/52310, Reward : 50
Epi : 1165, Steps : 108/52418, Reward : 85
Epi : 1166, Steps : 64/52482, Reward : 41
Epi : 1167, Steps : 51/52533, Reward : 28
Epi : 1168, Steps : 90/52623, Reward : 67
Epi : 1169, Steps : 49/52672, Reward : 26
Epi : 1170, Steps : 137/52809, Reward : 114
Epi : 1171, Steps : 41/52850, Reward : 18
Epi : 1172, Steps : 212/53062, Reward : 189
Epi : 1173, Steps : 41/53103, Reward : 18
Epi : 1174, Steps : 64/53167, Reward : 41
Epi : 1175, Steps : 102/53269, Reward : 79
Epi : 1176, Steps : 75/53344, Reward : 52
Epi : 1177, Steps : 42/53386, Reward : 19
Epi : 1178, Steps : 80/53466, Reward : 57
Epi : 1179, Steps : 234/53700, Reward : 211
Epi : 1180, Steps : 41/53741, Reward : 18
Epi : 1181, Steps : 41/53782, Reward : 18
Epi : 1182, Steps : 46/53828, Reward : 23
Epi : 1183, Steps : 64/53892, Reward : 41
Epi : 1184, Steps : 85/53977, Reward : 62
Epi : 1185, Steps : 64/54041, Reward : 41
Epi : 1186, Steps : 108/54149, Reward : 85
Epi : 1187, Steps : 115/54264, Reward : 92
Epi : 1188, Steps : 41/54305, Reward : 18
Epi : 1189, Steps : 41/54346, Reward : 18
Epi : 1190, Steps : 41/54387, Reward : 18
Epi : 1191, Steps : 42/54429, Reward : 19
Epi : 1192, Steps : 218/54647, Reward : 195
Epi : 1193, Steps : 75/54722, Reward : 52
Epi : 1194, Steps : 41/54763, Reward : 18
Epi : 1195, Steps : 49/54812, Reward : 26
Epi : 1196, Steps : 95/54907, Reward : 72
Epi : 1197, Steps : 53/54960, Reward : 30
Epi : 1198, Steps : 93/55053, Reward : 70
Epi : 1199, Steps : 49/55102, Reward : 26
Epi : 1200, Steps : 49/55151, Reward : 26
Epi : 1201, Steps : 42/55193, Reward : 19
Epi : 1202, Steps : 86/55279, Reward : 63
Epi : 1203, Steps : 86/55365, Reward : 63
Epi : 1204, Steps : 86/55451, Reward : 63
Epi : 1205, Steps : 41/55492, Reward : 18
Epi : 1206, Steps : 41/55533, Reward : 18
Epi : 1207, Steps : 75/55608, Reward : 52
Epi : 1208, Steps : 63/55671, Reward : 40
Epi : 1209, Steps : 42/55713, Reward : 19
Epi : 1210, Steps : 63/55776, Reward : 40
Epi : 1211, Steps : 42/55818, Reward : 19
Epi : 1212, Steps : 119/55937, Reward : 96
Epi : 1213, Steps : 75/56012, Reward : 52
Epi : 1214, Steps : 657/56669, Reward : 634
Epi : 1215, Steps : 129/56798, Reward : 106
Epi : 1216, Steps : 68/56866, Reward : 45
Epi : 1217, Steps : 41/56907, Reward : 18
Epi : 1218, Steps : 42/56949, Reward : 19
Epi : 1219, Steps : 63/57012, Reward : 40
Epi : 1220, Steps : 97/57109, Reward : 74
Epi : 1221, Steps : 141/57250, Reward : 118
Epi : 1222, Steps : 139/57389, Reward : 116
Epi : 1223, Steps : 137/57526, Reward : 114
Epi : 1224, Steps : 41/57567, Reward : 18
Epi : 1225, Steps : 53/57620, Reward : 30
Epi : 1226, Steps : 278/57898, Reward : 255
Epi : 1227, Steps : 49/57947, Reward : 26
Epi : 1228, Steps : 41/57988, Reward : 18
Epi : 1229, Steps : 212/58200, Reward : 189
Epi : 1230, Steps : 64/58264, Reward : 41
Epi : 1231, Steps : 174/58438, Reward : 151
Epi : 1232, Steps : 247/58685, Reward : 224
Epi : 1233, Steps : 85/58770, Reward : 62
Epi : 1234, Steps : 71/58841, Reward : 48
Epi : 1235, Steps : 41/58882, Reward : 18
Epi : 1236, Steps : 71/58953, Reward : 48
Epi : 1237, Steps : 49/59002, Reward : 26
Epi : 1238, Steps : 107/59109, Reward : 84
Epi : 1239, Steps : 119/59228, Reward : 96
Epi : 1240, Steps : 107/59335, Reward : 84
Epi : 1241, Steps : 357/59692, Reward : 334
Epi : 1242, Steps : 42/59734, Reward : 19
Epi : 1243, Steps : 93/59827, Reward : 70
Epi : 1244, Steps : 151/59978, Reward : 128
Epi : 1245, Steps : 130/60108, Reward : 107
Epi : 1246, Steps : 130/60238, Reward : 107
Epi : 1247, Steps : 137/60375, Reward : 114
Epi : 1248, Steps : 95/60470, Reward : 72
Epi : 1249, Steps : 75/60545, Reward : 52
Epi : 1250, Steps : 129/60674, Reward : 106
Epi : 1251, Steps : 80/60754, Reward : 57
Epi : 1252, Steps : 85/60839, Reward : 62
Epi : 1253, Steps : 152/60991, Reward : 129
Epi : 1254, Steps : 49/61040, Reward : 26
Epi : 1255, Steps : 195/61235, Reward : 172
Epi : 1256, Steps : 41/61276, Reward : 18
Epi : 1257, Steps : 41/61317, Reward : 18
Epi : 1258, Steps : 93/61410, Reward : 70
Epi : 1259, Steps : 49/61459, Reward : 26
Epi : 1260, Steps : 284/61743, Reward : 261
Epi : 1261, Steps : 63/61806, Reward : 40
Epi : 1262, Steps : 108/61914, Reward : 85
Epi : 1263, Steps : 42/61956, Reward : 19
Epi : 1264, Steps : 86/62042, Reward : 63
Epi : 1265, Steps : 129/62171, Reward : 106
Epi : 1266, Steps : 398/62569, Reward : 375
Epi : 1267, Steps : 51/62620, Reward : 28
Epi : 1268, Steps : 107/62727, Reward : 84
Epi : 1269, Steps : 41/62768, Reward : 18
Epi : 1270, Steps : 49/62817, Reward : 26
Epi : 1271, Steps : 68/62885, Reward : 45
Epi : 1272, Steps : 159/63044, Reward : 136
Epi : 1273, Steps : 46/63090, Reward : 23
Epi : 1274, Steps : 108/63198, Reward : 85
Epi : 1275, Steps : 93/63291, Reward : 70
Epi : 1276, Steps : 108/63399, Reward : 85
Epi : 1277, Steps : 41/63440, Reward : 18
Epi : 1278, Steps : 112/63552, Reward : 89
Epi : 1279, Steps : 196/63748, Reward : 173
Epi : 1280, Steps : 46/63794, Reward : 23
Epi : 1281, Steps : 85/63879, Reward : 62
Epi : 1282, Steps : 90/63969, Reward : 67
Epi : 1283, Steps : 129/64098, Reward : 106
Epi : 1284, Steps : 225/64323, Reward : 202
Epi : 1285, Steps : 108/64431, Reward : 85
Epi : 1286, Steps : 108/64539, Reward : 85
Epi : 1287, Steps : 73/64612, Reward : 50
Epi : 1288, Steps : 41/64653, Reward : 18
Epi : 1289, Steps : 97/64750, Reward : 74
Epi : 1290, Steps : 129/64879, Reward : 106
Epi : 1291, Steps : 85/64964, Reward : 62
Epi : 1292, Steps : 41/65005, Reward : 18
Epi : 1293, Steps : 41/65046, Reward : 18
Epi : 1294, Steps : 63/65109, Reward : 40
Epi : 1295, Steps : 42/65151, Reward : 19
Epi : 1296, Steps : 222/65373, Reward : 199
Epi : 1297, Steps : 46/65419, Reward : 23
Epi : 1298, Steps : 445/65864, Reward : 422
Epi : 1299, Steps : 53/65917, Reward : 30
Epi : 1300, Steps : 151/66068, Reward : 128
Epi : 1301, Steps : 63/66131, Reward : 40
Epi : 1302, Steps : 178/66309, Reward : 155
Epi : 1303, Steps : 41/66350, Reward : 18
Epi : 1304, Steps : 49/66399, Reward : 26
Epi : 1305, Steps : 58/66457, Reward : 35
Epi : 1306, Steps : 64/66521, Reward : 41
Epi : 1307, Steps : 86/66607, Reward : 63
Epi : 1308, Steps : 58/66665, Reward : 35
Epi : 1309, Steps : 97/66762, Reward : 74
Epi : 1310, Steps : 152/66914, Reward : 129
Epi : 1311, Steps : 41/66955, Reward : 18
Epi : 1312, Steps : 93/67048, Reward : 70
Epi : 1313, Steps : 41/67089, Reward : 18
Epi : 1314, Steps : 51/67140, Reward : 28
Epi : 1315, Steps : 41/67181, Reward : 18
Epi : 1316, Steps : 129/67310, Reward : 106
Epi : 1317, Steps : 42/67352, Reward : 19
Epi : 1318, Steps : 159/67511, Reward : 136
Epi : 1319, Steps : 159/67670, Reward : 136
Epi : 1320, Steps : 139/67809, Reward : 116
Epi : 1321, Steps : 266/68075, Reward : 243
Epi : 1322, Steps : 42/68117, Reward : 19
Epi : 1323, Steps : 49/68166, Reward : 26
Epi : 1324, Steps : 108/68274, Reward : 85
Epi : 1325, Steps : 247/68521, Reward : 224
Epi : 1326, Steps : 42/68563, Reward : 19
Epi : 1327, Steps : 68/68631, Reward : 45
Epi : 1328, Steps : 41/68672, Reward : 18
Epi : 1329, Steps : 86/68758, Reward : 63
Epi : 1330, Steps : 134/68892, Reward : 111
Epi : 1331, Steps : 41/68933, Reward : 18
Epi : 1332, Steps : 190/69123, Reward : 167
Epi : 1333, Steps : 41/69164, Reward : 18
Epi : 1334, Steps : 42/69206, Reward : 19
Epi : 1335, Steps : 305/69511, Reward : 282
Epi : 1336, Steps : 42/69553, Reward : 19
Epi : 1337, Steps : 93/69646, Reward : 70
Epi : 1338, Steps : 151/69797, Reward : 128
Epi : 1339, Steps : 137/69934, Reward : 114
Epi : 1340, Steps : 173/70107, Reward : 150
Epi : 1341, Steps : 41/70148, Reward : 18
Epi : 1342, Steps : 327/70475, Reward : 304
Epi : 1343, Steps : 64/70539, Reward : 41
Epi : 1344, Steps : 64/70603, Reward : 41
Epi : 1345, Steps : 97/70700, Reward : 74
Epi : 1346, Steps : 42/70742, Reward : 19
Epi : 1347, Steps : 95/70837, Reward : 72
Epi : 1348, Steps : 278/71115, Reward : 255
Epi : 1349, Steps : 63/71178, Reward : 40
Epi : 1350, Steps : 49/71227, Reward : 26
Epi : 1351, Steps : 41/71268, Reward : 18
Epi : 1352, Steps : 86/71354, Reward : 63
Epi : 1353, Steps : 41/71395, Reward : 18
Epi : 1354, Steps : 112/71507, Reward : 89
Epi : 1355, Steps : 102/71609, Reward : 79
Epi : 1356, Steps : 41/71650, Reward : 18
Epi : 1357, Steps : 93/71743, Reward : 70
Epi : 1358, Steps : 86/71829, Reward : 63
Epi : 1359, Steps : 134/71963, Reward : 111
Epi : 1360, Steps : 107/72070, Reward : 84
Epi : 1361, Steps : 41/72111, Reward : 18
Epi : 1362, Steps : 49/72160, Reward : 26
Epi : 1363, Steps : 262/72422, Reward : 239
Epi : 1364, Steps : 51/72473, Reward : 28
Epi : 1365, Steps : 183/72656, Reward : 160
Epi : 1366, Steps : 46/72702, Reward : 23
Epi : 1367, Steps : 119/72821, Reward : 96
Epi : 1368, Steps : 130/72951, Reward : 107
Epi : 1369, Steps : 115/73066, Reward : 92
Epi : 1370, Steps : 447/73513, Reward : 424
Epi : 1371, Steps : 64/73577, Reward : 41
Epi : 1372, Steps : 141/73718, Reward : 118
Epi : 1373, Steps : 97/73815, Reward : 74
Epi : 1374, Steps : 85/73900, Reward : 62
Epi : 1375, Steps : 225/74125, Reward : 202
Epi : 1376, Steps : 42/74167, Reward : 19
Epi : 1377, Steps : 63/74230, Reward : 40
Epi : 1378, Steps : 190/74420, Reward : 167
Epi : 1379, Steps : 41/74461, Reward : 18
Epi : 1380, Steps : 53/74514, Reward : 30
Epi : 1381, Steps : 124/74638, Reward : 101
Epi : 1382, Steps : 174/74812, Reward : 151
Epi : 1383, Steps : 225/75037, Reward : 202
Epi : 1384, Steps : 42/75079, Reward : 19
Epi : 1385, Steps : 416/75495, Reward : 393
Epi : 1386, Steps : 159/75654, Reward : 136
Epi : 1387, Steps : 58/75712, Reward : 35
Epi : 1388, Steps : 68/75780, Reward : 45
Epi : 1389, Steps : 327/76107, Reward : 304
Epi : 1390, Steps : 73/76180, Reward : 50
Epi : 1391, Steps : 63/76243, Reward : 40
Epi : 1392, Steps : 41/76284, Reward : 18
Epi : 1393, Steps : 41/76325, Reward : 18
Epi : 1394, Steps : 41/76366, Reward : 18
Epi : 1395, Steps : 97/76463, Reward : 74
Epi : 1396, Steps : 41/76504, Reward : 18
Epi : 1397, Steps : 58/76562, Reward : 35
Epi : 1398, Steps : 203/76765, Reward : 180
Epi : 1399, Steps : 107/76872, Reward : 84
Epi : 1400, Steps : 137/77009, Reward : 114
Epi : 1401, Steps : 58/77067, Reward : 35
Epi : 1402, Steps : 53/77120, Reward : 30
Epi : 1403, Steps : 41/77161, Reward : 18
Epi : 1404, Steps : 108/77269, Reward : 85
Epi : 1405, Steps : 107/77376, Reward : 84
Epi : 1406, Steps : 68/77444, Reward : 45
Epi : 1407, Steps : 107/77551, Reward : 84
Epi : 1408, Steps : 49/77600, Reward : 26
Epi : 1409, Steps : 41/77641, Reward : 18
Epi : 1410, Steps : 115/77756, Reward : 92
Epi : 1411, Steps : 271/78027, Reward : 248
Epi : 1412, Steps : 115/78142, Reward : 92
Epi : 1413, Steps : 85/78227, Reward : 62
Epi : 1414, Steps : 63/78290, Reward : 40
Epi : 1415, Steps : 195/78485, Reward : 172
Epi : 1416, Steps : 41/78526, Reward : 18
Epi : 1417, Steps : 42/78568, Reward : 19
Epi : 1418, Steps : 18/78586, Reward : -1
Epi : 1419, Steps : 49/78635, Reward : 26
Epi : 1420, Steps : 58/78693, Reward : 35
Epi : 1421, Steps : 18/78711, Reward : -1
Epi : 1422, Steps : 18/78729, Reward : -1
Epi : 1423, Steps : 18/78747, Reward : -1
Epi : 1424, Steps : 18/78765, Reward : -1
Epi : 1425, Steps : 18/78783, Reward : -1
Epi : 1426, Steps : 18/78801, Reward : -1
Epi : 1427, Steps : 18/78819, Reward : -1
Epi : 1428, Steps : 18/78837, Reward : -1
Epi : 1429, Steps : 18/78855, Reward : -1
Epi : 1430, Steps : 18/78873, Reward : -1
Epi : 1431, Steps : 18/78891, Reward : -1
Epi : 1432, Steps : 18/78909, Reward : -1
Epi : 1433, Steps : 18/78927, Reward : -1
Epi : 1434, Steps : 18/78945, Reward : -1
Epi : 1435, Steps : 18/78963, Reward : -1
Epi : 1436, Steps : 18/78981, Reward : -1
Epi : 1437, Steps : 18/78999, Reward : -1
Epi : 1438, Steps : 18/79017, Reward : -1
Epi : 1439, Steps : 18/79035, Reward : -1
Epi : 1440, Steps : 18/79053, Reward : -1
Epi : 1441, Steps : 18/79071, Reward : -1
Epi : 1442, Steps : 18/79089, Reward : -1
Epi : 1443, Steps : 18/79107, Reward : -1
Epi : 1444, Steps : 18/79125, Reward : -1
Epi : 1445, Steps : 18/79143, Reward : -1
Epi : 1446, Steps : 18/79161, Reward : -1
Epi : 1447, Steps : 18/79179, Reward : -1
Epi : 1448, Steps : 18/79197, Reward : -1
Epi : 1449, Steps : 18/79215, Reward : -1
Epi : 1450, Steps : 18/79233, Reward : -1
Epi : 1451, Steps : 18/79251, Reward : -1
Epi : 1452, Steps : 18/79269, Reward : -1
Epi : 1453, Steps : 18/79287, Reward : -1
Epi : 1454, Steps : 18/79305, Reward : -1
Epi : 1455, Steps : 18/79323, Reward : -1
Epi : 1456, Steps : 18/79341, Reward : -1
Epi : 1457, Steps : 18/79359, Reward : -1
Epi : 1458, Steps : 18/79377, Reward : -1
Epi : 1459, Steps : 18/79395, Reward : -1
Epi : 1460, Steps : 18/79413, Reward : -1
Epi : 1461, Steps : 18/79431, Reward : -1
Epi : 1462, Steps : 18/79449, Reward : -1
Epi : 1463, Steps : 18/79467, Reward : -1
Epi : 1464, Steps : 18/79485, Reward : -1
Epi : 1465, Steps : 18/79503, Reward : -1
Epi : 1466, Steps : 18/79521, Reward : -1
Epi : 1467, Steps : 18/79539, Reward : -1
Epi : 1468, Steps : 18/79557, Reward : -1
Epi : 1469, Steps : 18/79575, Reward : -1
Epi : 1470, Steps : 18/79593, Reward : -1
Epi : 1471, Steps : 18/79611, Reward : -1
Epi : 1472, Steps : 18/79629, Reward : -1
Epi : 1473, Steps : 18/79647, Reward : -1
Epi : 1474, Steps : 18/79665, Reward : -1
Epi : 1475, Steps : 18/79683, Reward : -1
Epi : 1476, Steps : 18/79701, Reward : -1
Epi : 1477, Steps : 18/79719, Reward : -1
Epi : 1478, Steps : 18/79737, Reward : -1
Epi : 1479, Steps : 18/79755, Reward : -1
Epi : 1480, Steps : 18/79773, Reward : -1
Epi : 1481, Steps : 18/79791, Reward : -1
Epi : 1482, Steps : 18/79809, Reward : -1
Epi : 1483, Steps : 18/79827, Reward : -1
Epi : 1484, Steps : 18/79845, Reward : -1
Epi : 1485, Steps : 18/79863, Reward : -1
Epi : 1486, Steps : 18/79881, Reward : -1
Epi : 1487, Steps : 18/79899, Reward : -1
Epi : 1488, Steps : 18/79917, Reward : -1
Epi : 1489, Steps : 18/79935, Reward : -1
Epi : 1490, Steps : 18/79953, Reward : -1
Epi : 1491, Steps : 18/79971, Reward : -1
Epi : 1492, Steps : 18/79989, Reward : -1
Epi : 1493, Steps : 18/80007, Reward : -1
Epi : 1494, Steps : 42/80049, Reward : 19
Epi : 1495, Steps : 64/80113, Reward : 41
Epi : 1496, Steps : 173/80286, Reward : 150
Epi : 1497, Steps : 19/80305, Reward : -1
Epi : 1498, Steps : 19/80324, Reward : -1
Epi : 1499, Steps : 19/80343, Reward : -1
Epi : 1500, Steps : 19/80362, Reward : -1
Epi : 1501, Steps : 19/80381, Reward : -1
Epi : 1502, Steps : 19/80400, Reward : -1
Epi : 1503, Steps : 75/80475, Reward : 52
Epi : 1504, Steps : 19/80494, Reward : -1
Epi : 1505, Steps : 19/80513, Reward : -1
Epi : 1506, Steps : 19/80532, Reward : -1
Epi : 1507, Steps : 19/80551, Reward : -1
Epi : 1508, Steps : 19/80570, Reward : -1
Epi : 1509, Steps : 19/80589, Reward : -1
Epi : 1510, Steps : 18/80607, Reward : -1
Epi : 1511, Steps : 18/80625, Reward : -1
Epi : 1512, Steps : 19/80644, Reward : -1
Epi : 1513, Steps : 18/80662, Reward : -1
Epi : 1514, Steps : 49/80711, Reward : 26
Epi : 1515, Steps : 23/80734, Reward : 0
Epi : 1516, Steps : 18/80752, Reward : -1
Epi : 1517, Steps : 19/80771, Reward : -1
Epi : 1518, Steps : 41/80812, Reward : 18
Epi : 1519, Steps : 19/80831, Reward : -1
Epi : 1520, Steps : 196/81027, Reward : 173
Epi : 1521, Steps : 19/81046, Reward : -1
Epi : 1522, Steps : 19/81065, Reward : -1
Epi : 1523, Steps : 19/81084, Reward : -1
Epi : 1524, Steps : 19/81103, Reward : -1
Epi : 1525, Steps : 41/81144, Reward : 18
Epi : 1526, Steps : 19/81163, Reward : -1
Epi : 1527, Steps : 107/81270, Reward : 84
Epi : 1528, Steps : 195/81465, Reward : 172
Epi : 1529, Steps : 85/81550, Reward : 62
Epi : 1530, Steps : 42/81592, Reward : 19
Epi : 1531, Steps : 41/81633, Reward : 18
Epi : 1532, Steps : 53/81686, Reward : 30
Epi : 1533, Steps : 71/81757, Reward : 48
Epi : 1534, Steps : 95/81852, Reward : 72
Epi : 1535, Steps : 151/82003, Reward : 128
Epi : 1536, Steps : 71/82074, Reward : 48
Epi : 1537, Steps : 80/82154, Reward : 57
Epi : 1538, Steps : 41/82195, Reward : 18
Epi : 1539, Steps : 64/82259, Reward : 41
Epi : 1540, Steps : 459/82718, Reward : 436
Epi : 1541, Steps : 68/82786, Reward : 45
Epi : 1542, Steps : 42/82828, Reward : 19
Epi : 1543, Steps : 53/82881, Reward : 30
Epi : 1544, Steps : 63/82944, Reward : 40
Epi : 1545, Steps : 85/83029, Reward : 62
Epi : 1546, Steps : 49/83078, Reward : 26
Epi : 1547, Steps : 53/83131, Reward : 30
Epi : 1548, Steps : 93/83224, Reward : 70
Epi : 1549, Steps : 229/83453, Reward : 206
Epi : 1550, Steps : 86/83539, Reward : 63
Epi : 1551, Steps : 75/83614, Reward : 52
Epi : 1552, Steps : 95/83709, Reward : 72
Epi : 1553, Steps : 173/83882, Reward : 150
Epi : 1554, Steps : 63/83945, Reward : 40
Epi : 1555, Steps : 53/83998, Reward : 30
Epi : 1556, Steps : 64/84062, Reward : 41
Epi : 1557, Steps : 41/84103, Reward : 18
Epi : 1558, Steps : 107/84210, Reward : 84
Epi : 1559, Steps : 173/84383, Reward : 150
Epi : 1560, Steps : 85/84468, Reward : 62
Epi : 1561, Steps : 141/84609, Reward : 118
Epi : 1562, Steps : 49/84658, Reward : 26
Epi : 1563, Steps : 107/84765, Reward : 84
Epi : 1564, Steps : 58/84823, Reward : 35
Epi : 1565, Steps : 152/84975, Reward : 129
Epi : 1566, Steps : 86/85061, Reward : 63
Epi : 1567, Steps : 97/85158, Reward : 74
Epi : 1568, Steps : 58/85216, Reward : 35
Epi : 1569, Steps : 63/85279, Reward : 40
Epi : 1570, Steps : 137/85416, Reward : 114
Epi : 1571, Steps : 85/85501, Reward : 62
Epi : 1572, Steps : 49/85550, Reward : 26
Epi : 1573, Steps : 42/85592, Reward : 19
Epi : 1574, Steps : 137/85729, Reward : 114
Epi : 1575, Steps : 151/85880, Reward : 128
Epi : 1576, Steps : 266/86146, Reward : 243
Epi : 1577, Steps : 86/86232, Reward : 63
Epi : 1578, Steps : 41/86273, Reward : 18
Epi : 1579, Steps : 41/86314, Reward : 18
Epi : 1580, Steps : 41/86355, Reward : 18
Epi : 1581, Steps : 86/86441, Reward : 63
Epi : 1582, Steps : 49/86490, Reward : 26
Epi : 1583, Steps : 41/86531, Reward : 18
Epi : 1584, Steps : 152/86683, Reward : 129
Epi : 1585, Steps : 49/86732, Reward : 26
Epi : 1586, Steps : 41/86773, Reward : 18
Epi : 1587, Steps : 68/86841, Reward : 45
Epi : 1588, Steps : 64/86905, Reward : 41
Epi : 1589, Steps : 174/87079, Reward : 151
Epi : 1590, Steps : 129/87208, Reward : 106
Epi : 1591, Steps : 80/87288, Reward : 57
Epi : 1592, Steps : 93/87381, Reward : 70
Epi : 1593, Steps : 75/87456, Reward : 52
Epi : 1594, Steps : 63/87519, Reward : 40
Epi : 1595, Steps : 64/87583, Reward : 41
Epi : 1596, Steps : 41/87624, Reward : 18
Epi : 1597, Steps : 68/87692, Reward : 45
Epi : 1598, Steps : 168/87860, Reward : 145
Epi : 1599, Steps : 203/88063, Reward : 180
Epi : 1600, Steps : 41/88104, Reward : 18
Epi : 1601, Steps : 115/88219, Reward : 92
Epi : 1602, Steps : 107/88326, Reward : 84
Epi : 1603, Steps : 41/88367, Reward : 18
Epi : 1604, Steps : 183/88550, Reward : 160
Epi : 1605, Steps : 41/88591, Reward : 18
Epi : 1606, Steps : 137/88728, Reward : 114
Epi : 1607, Steps : 218/88946, Reward : 195
Epi : 1608, Steps : 102/89048, Reward : 79
Epi : 1609, Steps : 41/89089, Reward : 18
Epi : 1610, Steps : 73/89162, Reward : 50
Epi : 1611, Steps : 266/89428, Reward : 243
Epi : 1612, Steps : 68/89496, Reward : 45
Epi : 1613, Steps : 46/89542, Reward : 23
Epi : 1614, Steps : 58/89600, Reward : 35
Epi : 1615, Steps : 73/89673, Reward : 50
Epi : 1616, Steps : 190/89863, Reward : 167
Epi : 1617, Steps : 266/90129, Reward : 243
Epi : 1618, Steps : 71/90200, Reward : 48
Epi : 1619, Steps : 112/90312, Reward : 89
Epi : 1620, Steps : 86/90398, Reward : 63
Epi : 1621, Steps : 51/90449, Reward : 28
Epi : 1622, Steps : 173/90622, Reward : 150
Epi : 1623, Steps : 41/90663, Reward : 18
Epi : 1624, Steps : 357/91020, Reward : 334
Epi : 1625, Steps : 53/91073, Reward : 30
Epi : 1626, Steps : 42/91115, Reward : 19
Epi : 1627, Steps : 42/91157, Reward : 19
Epi : 1628, Steps : 42/91199, Reward : 19
Epi : 1629, Steps : 42/91241, Reward : 19
Epi : 1630, Steps : 46/91287, Reward : 23
Epi : 1631, Steps : 75/91362, Reward : 52
Epi : 1632, Steps : 41/91403, Reward : 18
Epi : 1633, Steps : 93/91496, Reward : 70
Epi : 1634, Steps : 161/91657, Reward : 138
Epi : 1635, Steps : 173/91830, Reward : 150
Epi : 1636, Steps : 85/91915, Reward : 62
Epi : 1637, Steps : 53/91968, Reward : 30
Epi : 1638, Steps : 41/92009, Reward : 18
Epi : 1639, Steps : 112/92121, Reward : 89
Epi : 1640, Steps : 49/92170, Reward : 26
Epi : 1641, Steps : 51/92221, Reward : 28
Epi : 1642, Steps : 41/92262, Reward : 18
Epi : 1643, Steps : 90/92352, Reward : 67
Epi : 1644, Steps : 53/92405, Reward : 30
Epi : 1645, Steps : 151/92556, Reward : 128
Epi : 1646, Steps : 41/92597, Reward : 18
Epi : 1647, Steps : 161/92758, Reward : 138
Epi : 1648, Steps : 119/92877, Reward : 96
Epi : 1649, Steps : 222/93099, Reward : 199
Epi : 1650, Steps : 190/93289, Reward : 167
Epi : 1651, Steps : 41/93330, Reward : 18
Epi : 1652, Steps : 41/93371, Reward : 18
Epi : 1653, Steps : 42/93413, Reward : 19
Epi : 1654, Steps : 85/93498, Reward : 62
Epi : 1655, Steps : 42/93540, Reward : 19
Epi : 1656, Steps : 41/93581, Reward : 18
Epi : 1657, Steps : 205/93786, Reward : 182
Epi : 1658, Steps : 58/93844, Reward : 35
Epi : 1659, Steps : 178/94022, Reward : 155
Epi : 1660, Steps : 85/94107, Reward : 62
Epi : 1661, Steps : 234/94341, Reward : 211
Epi : 1662, Steps : 41/94382, Reward : 18
Epi : 1663, Steps : 53/94435, Reward : 30
Epi : 1664, Steps : 41/94476, Reward : 18
Epi : 1665, Steps : 159/94635, Reward : 136
Epi : 1666, Steps : 93/94728, Reward : 70
Epi : 1667, Steps : 86/94814, Reward : 63
Epi : 1668, Steps : 42/94856, Reward : 19
Epi : 1669, Steps : 53/94909, Reward : 30
Epi : 1670, Steps : 124/95033, Reward : 101
Epi : 1671, Steps : 41/95074, Reward : 18
Epi : 1672, Steps : 239/95313, Reward : 216
Epi : 1673, Steps : 152/95465, Reward : 129
Epi : 1674, Steps : 41/95506, Reward : 18
Epi : 1675, Steps : 68/95574, Reward : 45
Epi : 1676, Steps : 53/95627, Reward : 30
Epi : 1677, Steps : 42/95669, Reward : 19
Epi : 1678, Steps : 75/95744, Reward : 52
